tour,start,end,startPos,endPos
1,208,265,0,5
1,294,329,5,4
1,333,354,4,5
1,383,418,5,4
1,422,443,4,5
1,472,507,5,4
1,511,532,4,5
1,539,574,5,4
1,578,599,4,5
1,606,641,5,4
1,645,683,4,3
1,697,732,3,4
1,736,774,4,3
1,788,823,3,4
1,827,865,4,3
1,893,948,3,4
1,951,989,4,3
1,1017,1072,3,4
1,1075,1113,4,3
1,1141,1196,3,4
1,1199,1237,4,3
1,1265,1311,3,6
1,1314,1355,6,5
1,1372,1409,5,0
2,212,267,0,8
2,290,323,8,8
2,327,368,8,8
2,391,424,8,8
2,428,486,8,0
3,214,262,0,8
3,296,332,8,6
3,356,413,6,5
3,418,448,5,4
3,474,510,4,6
3,534,583,6,5
3,601,631,5,4
3,657,693,4,6
3,717,766,6,5
3,784,814,5,4
3,840,876,4,6
3,900,949,6,5
3,967,997,5,4
3,1023,1059,4,6
3,1083,1132,6,5
3,1150,1180,5,4
3,1206,1250,4,0
4,214,241,0,3
4,256,291,3,3
4,306,341,3,3
4,356,391,3,3
4,408,443,3,3
4,456,491,3,3
4,504,539,3,3
4,552,587,3,3
4,600,635,3,3
4,648,683,3,3
4,696,731,3,3
4,744,779,3,3
4,792,827,3,3
4,840,875,3,3
4,888,923,3,3
4,936,978,3,4
4,992,1034,4,4
4,1048,1070,4,5
4,1083,1105,5,5
4,1118,1175,5,0
5,214,242,0,7
5,261,292,7,7
5,311,342,7,7
5,361,392,7,7
5,411,433,7,7
5,455,477,7,7
5,499,521,7,7
5,543,565,7,7
5,587,609,7,7
5,631,678,7,7
5,695,742,7,7
5,759,806,7,7
5,823,870,7,7
5,885,932,7,7
5,947,994,7,7
5,1009,1056,7,7
5,1071,1118,7,7
5,1133,1186,7,3
5,1213,1233,3,0
6,229,285,0,3
6,291,312,3,4
6,335,386,4,3
6,392,413,3,4
6,436,492,4,0
7,229,254,0,1
7,279,321,1,7
7,356,409,7,4
7,433,489,4,0
8,232,272,0,3
8,300,349,3,4
8,375,400,4,3
8,428,477,3,4
8,503,528,4,3
8,556,605,3,4
8,631,656,4,3
8,684,733,3,4
8,759,784,4,3
8,812,836,3,2
8,867,892,2,3
8,920,944,3,2
8,975,1014,2,5
8,1037,1061,5,2
8,1092,1127,2,5
8,1146,1170,5,2
8,1178,1213,2,5
8,1232,1252,5,0
9,234,285,0,4
9,318,355,4,7
9,363,392,7,9
9,410,442,9,4
9,475,512,4,7
9,521,550,7,9
9,568,600,9,4
9,633,670,4,7
9,680,709,7,9
9,727,759,9,4
9,792,812,4,0
10,244,272,0,8
10,290,311,8,8
10,322,360,8,8
10,378,399,8,8
10,410,463,8,0
11,246,292,0,7
11,299,341,7,6
11,347,380,6,7
11,387,429,7,6
11,435,480,6,0
12,252,311,0,3
12,327,367,3,8
12,385,406,8,8
12,440,492,8,3
12,508,548,3,8
12,566,587,8,8
12,621,673,8,3
12,689,729,3,8
12,747,768,8,8
12,802,854,8,3
12,870,910,3,8
12,928,949,8,8
12,960,1012,8,3
12,1028,1068,3,8
12,1086,1107,8,8
12,1140,1192,8,3
12,1205,1245,3,8
12,1263,1306,8,0
13,256,281,0,2
13,303,358,2,5
13,384,441,5,0
14,258,297,0,4
14,303,349,4,2
14,375,409,2,4
14,440,486,4,2
14,491,525,2,4
14,556,602,4,2
14,607,641,2,4
14,672,718,4,2
14,723,757,2,4
14,788,834,4,2
14,839,873,2,4
14,904,950,4,2
14,955,989,2,4
14,1020,1066,4,2
14,1071,1105,2,4
14,1136,1182,4,2
14,1187,1213,2,0
15,268,327,0,8
15,333,377,8,8
15,403,431,8,6
15,461,506,6,8
15,512,556,8,8
15,582,610,8,6
15,640,685,6,8
15,691,735,8,8
15,761,800,8,4
15,814,859,4,8
15,865,909,8,8
15,935,974,8,4
15,988,1033,4,8
15,1039,1083,8,8
15,1097,1136,8,4
15,1159,1204,4,8
15,1210,1230,8,0
16,269,301,0,8
16,330,353,8,8
16,382,405,8,8
16,434,457,8,8
16,486,509,8,8
16,538,561,8,8
16,590,613,8,8
16,621,644,8,8
16,652,675,8,8
16,683,706,8,8
16,714,737,8,8
16,745,768,8,8
16,776,799,8,8
16,807,830,8,8
16,838,861,8,8
16,869,897,8,4
16,905,933,4,4
16,965,993,4,4
16,1025,1053,4,4
16,1085,1113,4,4
16,1145,1173,4,4
