tour,start,end,startPos,endPos
1,229,258,0,3
1,281,328,3,5
1,337,366,5,3
1,389,436,3,5
1,445,494,5,5
1,514,561,5,5
1,570,619,5,5
1,639,686,5,5
1,695,744,5,5
1,764,811,5,5
1,820,869,5,5
1,889,936,5,5
1,945,994,5,5
1,1014,1061,5,5
1,1070,1119,5,5
1,1139,1186,5,5
1,1195,1215,5,0
2,238,288,0,3
2,303,349,3,5
2,360,412,5,3
2,427,447,3,0
3,250,274,0,4
3,288,339,4,2
3,354,410,2,4
3,424,475,4,2
3,490,546,2,4
3,560,611,4,2
3,626,678,2,3
3,697,748,3,2
3,763,808,2,0
4,251,309,0,6
4,331,391,6,9
4,410,448,9,2
4,475,512,2,6
4,534,594,6,9
4,613,651,9,2
4,678,715,2,6
4,737,797,6,9
4,816,854,9,2
4,881,918,2,6
4,940,1000,6,9
4,1019,1057,9,2
4,1084,1121,2,6
4,1143,1203,6,0
5,269,309,0,9
5,322,368,9,9
5,381,427,9,9
5,440,460,9,0
6,277,315,0,1
6,340,365,1,9
6,393,413,9,1
6,438,463,1,9
6,491,511,9,1
6,536,561,1,9
6,589,609,9,1
6,634,654,1,2
6,687,707,2,1
6,732,752,1,2
6,785,805,2,1
6,830,850,1,2
6,883,903,2,1
6,925,945,1,2
6,978,1026,2,4
6,1054,1074,4,2
6,1107,1155,2,4
6,1183,1203,4,2
6,1236,1271,2,0
7,278,338,0,6
7,366,407,6,4
7,432,477,4,7
7,512,563,7,6
7,591,632,6,4
7,657,702,4,7
7,737,772,7,4
7,784,825,4,4
7,850,895,4,7
7,930,965,7,4
7,974,1028,4,8
7,1054,1099,8,7
7,1134,1169,7,4
7,1178,1232,4,8
7,1258,1288,8,2
7,1307,1327,2,0
8,293,341,0,1
8,359,407,1,3
8,442,462,3,0
9,299,319,0,1
9,335,393,1,1
9,409,467,1,1
9,483,503,1,0
10,300,339,0,3
10,354,377,3,3
10,392,432,3,5
10,453,493,5,5
10,514,554,5,5
10,575,615,5,5
10,636,657,5,4
10,679,700,4,4
10,722,743,4,4
10,765,786,4,4
10,808,829,4,4
10,851,872,4,4
10,894,915,4,4
10,937,958,4,4
10,989,1044,4,3
10,1063,1118,3,3
10,1137,1192,3,3
10,1211,1231,3,0
11,301,356,0,5
11,368,400,5,1
11,415,460,1,0
12,302,329,0,5
12,350,392,5,8
12,415,450,8,8
12,461,519,8,5
12,540,582,5,8
12,605,640,8,8
12,665,723,8,5
12,744,786,5,8
12,809,844,8,8
12,869,927,8,5
12,948,990,5,8
12,1013,1048,8,8
12,1073,1131,8,5
12,1152,1194,5,8
12,1217,1246,8,0
13,304,344,0,7
13,369,417,7,7
13,434,460,7,0
14,305,364,0,7
14,394,415,7,6
14,424,448,6,7
14,478,499,7,6
14,508,532,6,7
14,562,583,7,6
14,592,616,6,7
14,621,642,7,6
14,651,675,6,7
14,680,701,7,6
14,710,734,6,7
14,739,760,7,6
14,769,793,6,7
14,798,819,7,6
14,828,864,6,2
14,872,893,2,6
14,902,938,6,2
14,946,967,2,6
14,976,1012,6,2
14,1026,1047,2,6
14,1056,1092,6,2
14,1106,1127,2,6
14,1136,1172,6,2
14,1186,1211,2,0
15,306,346,0,2
15,368,389,2,8
15,416,439,8,2
15,461,482,2,8
15,509,532,8,2
15,554,575,2,8
15,602,625,8,2
15,647,668,2,8
15,695,718,8,2
15,740,761,2,8
15,788,811,8,2
15,833,854,2,8
15,880,901,8,3
15,921,942,3,8
15,968,989,8,3
15,1009,1030,3,8
15,1056,1077,8,3
15,1097,1120,3,5
15,1141,1162,5,3
15,1182,1205,3,5
15,1226,1272,5,0
16,309,341,0,5
16,352,385,5,5
16,396,444,5,0
17,310,343,0,6
17,350,382,6,6
17,389,421,6,6
17,445,465,6,0
18,312,368,0,4
18,402,441,4,5
18,450,470,5,8
18,475,511,8,4
18,545,584,4,5
18,593,633,5,7
18,636,672,7,4
18,706,745,4,5
18,759,799,5,7
18,802,838,7,4
18,872,911,4,5
18,925,965,5,7
18,968,1004,7,4
18,1038,1077,4,5
18,1091,1131,5,7
18,1134,1170,7,4
18,1204,1258,4,0
19,313,356,0,3
19,384,407,3,6
19,419,460,6,0
20,313,335,0,9
20,363,406,9,4
20,433,464,4,3
20,490,533,3,4
20,560,591,4,3
20,617,660,3,4
20,690,750,4,7
20,780,823,7,4
20,853,913,4,7
20,943,986,7,4
20,1016,1074,4,5
20,1077,1120,5,4
20,1150,1208,4,5
20,1211,1254,5,4
20,1284,1342,4,5
20,1345,1365,5,0
21,315,362,0,2
21,395,451,2,5
21,460,511,5,2
21,544,600,2,5
21,609,660,5,2
21,693,749,2,5
21,758,809,5,2
21,842,898,2,5
21,907,958,5,2
21,972,1028,2,5
21,1037,1088,5,2
21,1102,1158,2,5
21,1167,1218,5,2
21,1232,1272,2,0
22,315,353,0,8
22,361,413,8,9
22,421,471,9,8
22,479,508,8,0
23,319,368,0,2
23,396,418,2,3
23,439,487,3,0
24,320,364,0,6
24,371,431,6,6
24,447,469,6,6
24,476,536,6,6
24,552,574,6,6
24,581,641,6,6
24,657,679,6,6
24,686,746,6,6
24,762,784,6,6
24,791,851,6,6
24,867,889,6,6
24,896,956,6,6
24,972,994,6,6
24,1001,1061,6,6
24,1077,1099,6,6
24,1102,1159,6,7
24,1178,1200,7,6
24,1203,1239,6,0
25,323,376,0,7
25,394,443,7,7
25,478,527,7,7
25,562,611,7,7
25,646,695,7,7
25,730,779,7,7
25,799,848,7,7
25,868,917,7,7
25,937,986,7,7
25,1006,1055,7,7
25,1075,1124,7,7
25,1144,1193,7,7
25,1213,1262,7,7
25,1282,1302,7,0
26,323,382,0,9
26,405,456,9,7
26,470,527,7,9
26,550,601,9,7
26,615,636,7,7
26,666,717,7,7
26,731,752,7,7
26,782,833,7,7
26,847,868,7,7
26,876,927,7,7
26,941,962,7,7
26,970,1021,7,7
