tour,start,end,startPos,endPos
1,201,236,0,5
1,262,304,5,3
1,313,371,3,7
1,392,434,7,3
1,443,501,3,7
1,522,564,7,3
1,573,631,3,7
1,652,694,7,3
1,703,761,3,7
1,782,836,7,4
1,844,872,4,3
1,894,948,3,4
1,956,984,4,3
1,1006,1060,3,4
1,1068,1096,4,3
1,1118,1172,3,4
1,1180,1217,4,0
2,204,245,0,9
2,271,317,9,5
2,336,391,5,9
2,417,463,9,5
2,482,522,5,5
2,530,576,5,5
2,595,635,5,5
2,643,677,5,7
2,708,748,7,5
2,756,790,5,7
2,821,861,7,5
2,869,903,5,7
2,934,989,7,8
2,1011,1045,8,7
2,1076,1131,7,8
2,1153,1173,8,0
3,207,252,0,2
3,266,302,2,2
3,316,352,2,2
3,366,402,2,2
3,416,464,2,0
4,216,247,0,9
4,280,331,9,5
4,340,396,5,5
4,422,456,5,9
4,489,540,9,5
4,559,615,5,5
4,641,675,5,9
4,681,732,9,5
4,751,807,5,5
4,833,867,5,9
4,873,924,9,5
4,946,1002,5,5
4,1028,1062,5,9
4,1068,1119,9,5
4,1141,1197,5,5
4,1223,1257,5,9
4,1263,1310,9,0
5,218,257,0,1
5,291,339,1,5
5,368,398,5,1
5,432,460,1,0
6,236,266,0,2
6,286,327,2,2
6,347,388,2,2
6,420,461,2,2
6,493,513,2,0
7,242,279,0,1
7,305,360,1,1
7,386,441,1,1
7,467,522,1,1
7,532,587,1,1
7,597,652,1,1
7,662,694,1,5
7,702,734,5,5
7,742,774,5,5
7,782,814,5,5
7,822,854,5,5
7,862,894,5,5
7,902,934,5,5
7,942,970,5,9
7,1000,1028,9,9
7,1060,1088,9,9
7,1120,1148,9,9
7,1180,1217,9,0
8,245,281,0,6
8,292,322,6,2
8,329,376,2,6
8,387,417,6,2
8,424,471,2,6
8,482,512,6,2
8,519,566,2,6
8,577,607,6,2
8,614,661,2,6
8,672,696,6,7
8,709,756,7,6
8,767,791,6,7
8,804,851,7,6
8,862,886,6,7
8,899,946,7,6
8,953,977,6,7
8,990,1037,7,6
8,1044,1068,6,7
8,1081,1128,7,6
8,1135,1159,6,7
8,1172,1214,7,0
9,252,289,0,3
9,295,319,3,3
9,354,406,3,3
9,412,445,3,0
10,269,298,0,2
10,306,330,2,3
10,345,369,3,1
10,385,443,1,2
10,451,480,2,7
10,513,533,7,0
11,273,317,0,6
11,339,370,6,5
11,390,411,5,1
11,426,468,1,6
11,490,521,6,5
11,528,558,5,4
11,575,617,4,6
11,635,666,6,5
11,673,703,5,4
11,720,775,4,1
11,800,831,1,5
11,838,868,5,4
11,885,940,4,1
11,965,1020,1,4
11,1051,1081,4,4
11,1098,1153,4,1
11,1178,1198,1,0
12,276,321,0,1
12,326,386,1,8
12,406,466,8,8
12,486,546,8,8
12,566,626,8,8
12,646,706,8,8
12,726,786,8,8
12,806,866,8,8
12,886,946,8,8
12,966,1026,8,8
12,1046,1106,8,8
12,1126,1186,8,8
12,1206,1233,8,5
12,1262,1293,5,0
13,280,330,0,6
13,365,403,6,8
13,428,457,8,6
13,492,512,6,0
14,281,302,0,5
14,331,354,5,5
14,383,443,5,0
15,284,312,0,4
15,334,394,4,5
15,412,435,5,4
15,457,484,4,4
15,506,566,4,5
15,584,644,5,7
15,670,697,7,4
15,719,779,4,5
15,797,857,5,7
15,875,902,7,4
15,924,984,4,5
15,1002,1062,5,7
15,1080,1107,7,4
