tour,start,end,startPos,endPos
1,223,280,0,3
1,293,344,3,1
1,361,387,1,3
1,400,451,3,1
1,468,494,1,3
1,507,560,3,8
1,577,603,8,3
1,616,669,3,8
1,702,728,8,3
1,741,794,3,8
1,827,854,8,1
1,873,926,1,8
1,959,986,8,1
1,1005,1058,1,8
1,1091,1117,8,4
1,1136,1189,4,8
1,1222,1242,8,0
2,252,288,0,5
2,298,332,5,9
2,361,384,9,1
2,393,425,1,5
2,435,469,5,9
2,498,521,9,1
2,530,562,1,5
2,572,606,5,9
2,635,658,9,1
2,667,699,1,5
2,709,743,5,9
2,772,794,9,6
2,817,849,6,5
2,859,893,5,9
2,922,944,9,6
2,967,999,6,5
2,1002,1036,5,9
2,1056,1083,9,4
2,1117,1149,4,5
2,1152,1186,5,9
2,1206,1233,9,4
2,1255,1289,4,0
3,258,306,0,1
3,340,397,1,6
3,414,456,6,8
3,477,536,8,1
3,570,627,1,6
3,644,686,6,8
3,707,766,8,1
3,800,857,1,6
3,870,912,6,8
3,933,992,8,1
3,1026,1083,1,6
3,1096,1138,6,8
3,1159,1189,8,6
3,1202,1259,6,6
3,1269,1311,6,8
3,1317,1371,8,0
4,266,315,0,8
4,318,361,8,8
4,364,407,8,8
4,410,453,8,8
4,456,499,8,8
4,532,575,8,8
4,608,651,8,8
4,684,727,8,8
4,760,803,8,8
4,836,879,8,8
4,912,955,8,8
4,988,1031,8,8
4,1063,1094,8,4
4,1097,1128,4,4
4,1131,1162,4,4
4,1165,1196,4,4
4,1199,1230,4,4
4,1233,1281,4,0
5,272,325,0,5
5,351,389,5,3
5,405,457,3,0
6,285,318,0,7
6,325,350,7,8
6,363,392,8,7
6,399,424,7,8
6,437,472,8,0
7,293,335,0,3
7,370,408,3,7
7,426,458,7,7
7,467,510,7,3
7,545,583,3,7
7,601,633,7,7
7,642,685,7,3
7,720,758,3,7
7,776,808,7,7
7,817,860,7,3
7,895,933,3,7
7,951,983,7,7
7,992,1035,7,3
7,1051,1089,3,7
7,1107,1139,7,7
7,1148,1191,7,3
7,1207,1245,3,7
7,1263,1292,7,0
8,295,334,0,7
8,357,406,7,2
8,419,444,2,7
8,467,489,7,0
9,296,337,0,6
9,348,400,6,7
9,434,490,7,0
10,297,321,0,5
10,329,359,5,3
10,389,427,3,5
10,435,465,5,3
10,500,538,3,5
10,546,576,5,3
10,611,649,3,5
10,657,706,5,6
10,714,752,6,5
10,760,809,5,6
10,817,855,6,5
10,863,912,5,6
10,920,958,6,5
