tour,start,end,startPos,endPos
1,211,236,0,5
1,240,286,5,6
1,313,365,6,5
1,383,424,5,5
1,428,479,5,6
1,497,549,6,5
1,567,608,5,5
1,612,663,5,6
1,681,733,6,5
1,751,792,5,5
1,796,847,5,6
1,865,917,6,5
1,935,976,5,5
1,980,1031,5,6
1,1057,1109,6,5
1,1119,1160,5,5
1,1164,1215,5,6
1,1241,1293,6,5
1,1299,1339,5,0
2,214,244,0,7
2,263,315,7,7
2,334,386,7,7
2,405,457,7,7
2,476,528,7,7
2,547,599,7,7
2,618,670,7,7
2,689,741,7,7
2,760,812,7,7
2,831,883,7,7
2,901,953,7,7
2,971,1023,7,7
2,1041,1093,7,7
2,1121,1173,7,7
2,1201,1253,7,7
2,1281,1333,7,7
2,1361,1413,7,0
3,216,250,0,6
3,265,325,6,6
3,347,407,6,6
3,429,489,6,6
3,511,531,6,0
4,241,281,0,4
4,303,352,4,8
4,381,410,8,4
4,426,475,4,8
4,504,537,8,0
5,247,304,0,3
5,308,340,3,3
5,354,408,3,6
5,437,474,6,3
5,478,532,3,7
5,551,605,7,6
5,634,671,6,3
5,675,729,3,7
5,748,802,7,6
5,831,868,6,3
5,872,926,3,7
5,945,999,7,6
5,1028,1065,6,3
5,1069,1123,3,7
5,1142,1170,7,0
6,248,269,0,7
6,273,299,7,7
6,312,362,7,7
6,367,417,7,7
6,421,481,7,3
6,499,549,3,7
6,554,604,7,7
6,616,676,7,3
6,694,744,3,7
6,749,799,7,7
6,811,871,7,3
6,889,939,3,7
6,944,994,7,7
6,1006,1066,7,3
6,1084,1134,3,7
6,1139,1189,7,7
6,1201,1221,7,0
7,250,305,0,4
7,325,350,4,4
7,378,402,4,3
7,429,449,3,0
8,253,297,0,4
8,302,357,4,4
8,376,431,4,4
8,450,470,4,0
9,259,317,0,5
9,322,344,5,5
9,348,370,5,5
9,374,396,5,5
9,400,422,5,5
9,426,473,5,0
10,273,299,0,1
10,307,362,1,5
10,397,454,5,1
10,462,517,1,5
10,545,602,5,1
10,610,666,1,2
10,692,749,2,1
10,757,813,1,2
10,837,894,2,1
10,902,958,1,2
10,962,1019,2,1
10,1027,1083,1,2
10,1087,1119,2,5
10,1131,1187,5,2
10,1194,1254,2,0
11,274,305,0,4
11,335,358,4,9
11,367,413,9,8
11,446,504,8,4
11,534,557,4,9
11,566,612,9,8
11,645,703,8,4
11,733,756,4,9
11,765,811,9,8
11,844,902,8,4
11,932,955,4,9
11,964,1010,9,8
11,1043,1101,8,4
11,1131,1177,4,9
11,1200,1259,9,0
12,278,322,0,9
12,325,357,9,9
12,376,418,9,9
12,421,467,9,9
12,489,531,9,9
12,536,582,9,9
12,604,646,9,9
