tour,start,end,startPos,endPos
1,200,244,0,2
1,258,296,2,8
1,302,339,8,2
1,353,391,2,8
1,397,455,8,5
1,485,523,5,8
1,529,587,8,5
1,617,655,5,8
1,661,719,8,5
1,749,787,5,8
1,793,851,8,5
1,881,919,5,8
1,925,983,8,5
1,1013,1051,5,8
1,1057,1115,8,5
1,1145,1183,5,8
1,1189,1213,8,0
2,209,256,0,1
2,278,325,1,1
2,347,394,1,1
2,416,463,1,1
2,485,532,1,1
2,554,601,1,1
2,616,663,1,1
2,670,717,1,1
2,724,771,1,1
2,778,825,1,1
2,832,879,1,1
2,886,933,1,1
2,940,987,1,1
2,994,1041,1,1
2,1048,1095,1,1
2,1102,1149,1,1
2,1156,1213,1,8
2,1247,1304,8,8
2,1338,1395,8,8
2,1429,1470,8,0
3,213,262,0,2
3,269,319,2,4
3,343,393,4,2
3,400,450,2,4
3,474,494,4,0
4,223,255,0,9
4,278,311,9,9
4,334,367,9,9
4,397,445,9,0
5,225,258,0,7
5,283,341,7,9
5,349,371,9,7
5,396,454,7,9
5,462,484,9,7
5,509,567,7,9
5,575,597,9,7
5,622,680,7,9
5,688,710,9,7
5,735,793,7,9
5,825,847,9,7
5,872,930,7,9
5,962,984,9,7
5,1009,1067,7,9
5,1099,1121,9,7
5,1146,1193,7,0
6,227,264,0,3
6,281,332,3,5
6,347,374,5,1
6,389,416,1,4
6,444,464,4,0
7,235,261,0,2
7,273,312,2,2
7,324,363,2,2
7,397,436,2,2
7,464,507,2,0
8,238,275,0,5
8,283,321,5,5
8,339,377,5,5
8,395,433,5,5
8,451,489,5,5
8,507,527,5,0
9,243,299,0,5
9,333,384,5,9
9,406,448,9,5
9,482,525,5,0
10,253,296,0,4
10,302,358,4,3
10,380,405,3,6
10,434,474,6,6
10,482,517,6,4
10,544,584,4,6
10,592,627,6,4
10,654,702,4,5
10,736,771,5,4
10,798,846,4,5
10,880,915,5,4
10,942,990,4,5
10,1024,1055,5,8
10,1089,1137,8,5
10,1171,1202,5,8
10,1236,1292,8,0
11,255,281,0,2
11,290,335,2,2
11,344,389,2,2
11,398,443,2,2
11,452,497,2,2
11,511,556,2,2
11,570,615,2,2
11,629,674,2,2
11,688,733,2,2
11,747,792,2,2
11,806,851,2,2
11,865,910,2,2
11,924,969,2,2
11,983,1028,2,2
11,1042,1087,2,2
11,1101,1145,2,8
11,1171,1229,8,0
12,258,291,0,6
12,305,334,6,6
12,348,377,6,6
12,383,412,6,6
12,418,447,6,6
12,453,512,6,0
13,261,312,0,5
13,334,354,5,7
13,375,407,7,5
13,429,449,5,0
14,261,297,0,3
14,325,379,3,9
14,401,461,9,2
14,484,522,2,3
14,550,604,3,9
14,626,686,9,2
14,709,747,2,3
14,775,829,3,9
14,851,911,9,2
14,934,972,2,3
14,1000,1054,3,9
14,1076,1136,9,0
15,267,301,0,2
15,323,356,2,4
15,370,423,4,6
15,443,493,6,0
16,269,320,0,5
16,333,384,5,5
16,397,456,5,8
16,469,528,8,8
16,541,600,8,8
16,613,672,8,8
16,685,744,8,8
16,757,816,8,8
16,829,888,8,8
16,901,960,8,8
16,976,1024,8,5
16,1031,1079,5,5
16,1086,1134,5,5
16,1141,1187,5,0
17,272,320,0,7
17,341,376,7,7
17,397,427,7,1
17,434,464,1,1
17,471,501,1,1
17,508,538,1,1
17,545,575,1,1
17,582,612,1,1
17,619,649,1,1
17,656,686,1,1
17,693,725,1,6
17,741,778,6,5
17,811,848,5,5
17,881,919,5,7
17,952,1003,7,6
17,1011,1062,6,6
17,1070,1121,6,6
17,1125,1176,6,6
17,1180,1231,6,6
17,1235,1286,6,6
17,1290,1320,6,0
18,276,297,0,5
18,306,352,5,6
18,385,421,6,2
18,432,465,2,5
18,474,521,5,6
18,541,577,6,2
18,588,621,2,5
18,630,677,5,6
18,683,719,6,2
18,750,783,2,5
18,792,839,5,6
18,845,881,6,2
18,912,945,2,5
18,954,974,5,7
18,1006,1042,7,2
18,1073,1106,2,5
18,1115,1144,5,3
18,1177,1213,3,2
18,1244,1282,2,0
19,280,336,0,6
19,350,384,6,4
19,387,446,4,6
19,460,491,6,0
20,281,328,0,5
20,337,383,5,4
20,387,433,4,4
20,460,500,4,0
21,293,327,0,4
21,337,366,4,9
21,398,454,9,0
22,298,345,0,8
22,379,425,8,8
22,459,489,8,0
23,299,337,0,9
23,368,390,9,5
23,401,445,5,9
23,476,498,9,5
23,509,553,5,9
23,559,581,9,5
23,592,636,5,9
23,642,663,9,4
23,686,736,4,6
23,764,785,6,4
23,808,858,4,6
23,886,907,6,4
23,930,980,4,6
23,1008,1029,6,4
23,1052,1102,4,6
23,1130,1151,6,4
23,1174,1224,4,6
23,1227,1248,6,4
23,1271,1321,4,6
23,1324,1345,6,4
23,1368,1418,4,6
23,1421,1441,6,0
24,301,325,0,5
24,357,414,5,5
24,446,481,5,0
25,306,348,0,1
25,360,414,1,1
25,426,480,1,1
25,496,550,1,1
25,566,620,1,1
25,636,690,1,1
25,716,770,1,1
25,796,850,1,1
25,876,930,1,1
25,956,1010,1,1
25,1021,1075,1,1
25,1086,1140,1,1
25,1152,1206,1,1
25,1218,1247,1,0
26,308,332,0,6
26,343,369,6,6
26,380,406,6,6
26,417,443,6,6
26,454,484,6,9
26,491,521,9,9
26,528,558,9,9
26,565,595,9,9
26,602,632,9,9
26,639,669,9,9
26,676,706,9,9
26,713,743,9,9
26,750,780,9,9
26,787,817,9,9
26,824,854,9,9
26,861,891,9,9
26,898,928,9,9
26,935,965,9,9
26,972,1002,9,9
26,1009,1039,9,9
26,1046,1086,9,3
26,1111,1151,3,3
26,1176,1216,3,3
26,1241,1270,3,4
26,1278,1334,4,0
27,311,346,0,8
27,364,395,8,8
27,415,458,8,0
28,312,336,0,1
28,342,369,1,1
28,375,399,1,9
28,405,446,9,4
28,465,508,4,0
29,313,345,0,9
29,366,400,9,6
29,417,441,6,0
30,318,356,0,5
30,359,388,5,5
30,391,440,5,4
