tour,start,end,startPos,endPos
1,214,271,0,6
1,285,335,6,6
1,349,399,6,6
1,413,463,6,6
1,477,527,6,6
1,541,591,6,6
1,605,655,6,6
1,669,719,6,6
1,733,783,6,6
1,797,847,6,6
1,861,911,6,6
1,925,975,6,6
1,989,1031,6,5
1,1053,1095,5,5
1,1118,1160,5,5
1,1183,1225,5,5
1,1248,1283,5,0
2,221,248,0,3
2,259,294,3,4
2,308,367,4,1
2,398,435,1,3
2,446,481,3,0
3,224,269,0,8
3,276,319,8,8
3,326,348,8,4
3,360,382,4,4
3,394,416,4,4
3,428,450,4,4
3,462,484,4,4
3,496,518,4,4
3,552,574,4,4
3,608,630,4,4
3,664,686,4,4
3,720,742,4,4
3,776,809,4,4
3,838,871,4,4
3,900,933,4,4
3,962,1014,4,7
3,1047,1099,7,7
3,1132,1184,7,7
3,1217,1253,7,0
4,225,257,0,7
4,284,344,7,7
4,371,431,7,7
4,458,518,7,7
4,545,605,7,7
4,632,692,7,7
4,719,779,7,7
4,806,866,7,7
4,893,953,7,7
4,980,1040,7,7
4,1067,1127,7,7
4,1154,1214,7,7
4,1241,1301,7,0
5,226,252,0,8
5,261,290,8,4
5,295,331,4,8
5,340,378,8,5
5,382,418,5,8
5,427,465,8,5
5,486,522,5,8
5,531,569,8,5
5,590,626,5,8
5,648,686,8,5
5,707,743,5,8
5,777,815,8,5
5,848,884,5,8
5,918,956,8,5
5,989,1025,5,8
5,1059,1097,8,5
5,1130,1166,5,8
5,1200,1238,8,5
5,1271,1300,5,3
5,1333,1357,3,0
6,237,294,0,5
6,310,337,5,7
6,346,386,7,5
6,402,429,5,7
6,438,478,7,5
6,494,521,5,7
6,530,570,7,5
6,586,613,5,7
6,622,662,7,5
6,678,705,5,7
6,714,754,7,5
6,770,797,5,7
6,806,846,7,5
6,855,882,5,7
6,891,931,7,5
6,940,967,5,7
6,976,1016,7,5
6,1025,1052,5,7
6,1061,1101,7,5
6,1110,1137,5,7
6,1146,1189,7,3
6,1211,1255,3,0
7,245,288,0,6
7,322,367,6,6
7,401,446,6,6
7,480,525,6,6
7,559,604,6,6
7,638,683,6,6
7,717,762,6,0
8,249,303,0,3
8,320,342,3,3
8,370,415,3,3
8,432,454,3,3
8,482,527,3,3
8,561,583,3,3
8,611,656,3,3
8,690,712,3,3
8,740,785,3,3
8,819,877,3,6
8,890,935,6,3
8,969,1027,3,6
8,1040,1085,6,3
8,1119,1177,3,6
8,1190,1235,6,3
8,1269,1327,3,6
8,1340,1380,6,7
8,1386,1444,7,0
9,262,284,0,2
9,296,316,2,2
9,340,391,2,2
9,403,423,2,2
9,447,467,2,0
10,264,315,0,3
10,346,379,3,3
10,391,426,3,6
10,452,474,6,3
10,479,512,3,3
10,524,559,3,6
10,572,594,6,3
10,599,632,3,3
10,644,679,3,6
10,692,714,6,3
10,719,752,3,3
10,764,799,3,6
10,812,834,6,3
10,839,872,3,3
10,884,919,3,6
10,932,954,6,3
10,959,992,3,3
10,1004,1039,3,6
10,1052,1074,6,3
10,1079,1112,3,3
10,1124,1159,3,6
10,1172,1212,6,0
11,264,286,0,3
11,314,359,3,3
11,387,432,3,3
11,460,505,3,3
11,533,578,3,3
11,606,651,3,3
11,679,724,3,3
11,752,797,3,3
11,825,870,3,3
11,879,924,3,3
11,933,978,3,3
11,987,1032,3,3
11,1041,1086,3,3
11,1095,1140,3,3
11,1149,1194,3,3
11,1203,1246,3,0
12,269,320,0,8
12,332,353,8,3
12,387,436,3,8
12,448,468,8,0
13,269,308,0,5
13,333,356,5,2
13,389,409,2,1
13,426,469,1,5
13,493,516,5,2
13,549,569,2,1
13,586,614,1,5
13,637,657,5,9
13,662,682,9,1
13,699,727,1,5
13,750,784,5,2
13,795,815,2,1
13,832,860,1,5
13,883,917,5,2
13,930,950,2,1
13,967,995,1,5
13,1018,1052,5,2
13,1065,1085,2,1
13,1102,1130,1,5
13,1153,1187,5,2
13,1200,1220,2,1
13,1243,1265,1,0
14,274,318,0,5
14,351,376,5,5
14,409,433,5,6
14,444,468,6,6
14,479,503,6,6
14,514,563,6,3
14,584,633,3,3
14,654,703,3,3
14,724,775,3,8
14,789,840,8,8
14,854,905,8,8
14,919,970,8,8
14,984,1035,8,8
14,1049,1100,8,8
14,1114,1165,8,8
14,1193,1225,8,5
14,1243,1275,5,5
14,1293,1325,5,5
14,1343,1398,5,0
15,275,299,0,2
15,313,335,2,5
15,361,392,5,7
15,412,433,7,2
15,447,469,2,5
15,495,526,5,7
15,546,593,7,7
15,614,636,7,5
15,644,675,5,7
15,700,747,7,7
15,768,790,7,5
15,798,829,5,7
15,854,901,7,7
15,935,957,7,5
15,965,1005,5,9
15,1018,1065,9,7
15,1099,1121,7,5
15,1129,1169,5,9
15,1186,1233,9,7
15,1267,1289,7,5
15,1297,1337,5,9
15,1354,1385,9,0
16,279,331,0,3
16,355,408,3,7
16,426,449,7,3
16,473,526,3,7
16,544,567,7,3
16,592,645,3,7
16,663,686,7,3
16,711,769,3,5
16,778,801,5,3
16,826,857,3,7
16,890,913,7,3
16,938,969,3,7
16,1002,1025,7,3
16,1050,1081,3,7
16,1114,1137,7,3
16,1162,1193,3,7
16,1226,1246,7,0
17,285,329,0,5
17,345,367,5,8
17,384,440,8,4
17,466,489,4,5
17,505,527,5,8
17,544,600,8,4
17,626,649,4,5
17,665,687,5,8
17,704,760,8,4
17,786,809,4,5
17,825,847,5,8
17,864,896,8,4
17,905,928,4,5
17,944,966,5,8
17,983,1015,8,4
17,1024,1047,4,5
17,1063,1085,5,8
17,1102,1134,8,4
17,1143,1183,4,0
18,285,337,0,4
18,366,423,4,4
18,452,509,4,4
18,538,595,4,4
18,624,681,4,4
18,710,767,4,4
18,796,853,4,4
18,882,939,4,4
18,968,1025,4,4
18,1054,1096,4,3
18,1128,1170,3,3
18,1202,1244,3,3
18,1253,1295,3,3
18,1304,1335,3,0
19,286,311,0,4
19,330,388,4,7
19,405,464,7,3
19,468,528,3,0
20,286,333,0,8
20,361,401,8,7
20,418,449,7,3
20,477,497,3,0
21,291,321,0,2
21,354,384,2,6
21,408,439,6,4
21,443,495,4,4
21,517,547,4,6
21,571,602,6,4
21,606,658,4,4
21,680,710,4,6
21,734,765,6,4
21,769,821,4,4
21,843,873,4,6
21,897,928,6,4
21,932,961,4,8
21,969,995,8,7
21,1029,1060,7,4
21,1064,1093,4,8
21,1101,1151,8,0
22,295,328,0,2
22,343,384,2,7
22,409,439,7,0
23,296,323,0,4
23,349,404,4,1
23,438,490,1,6
23,523,583,6,2
23,612,667,2,1
23,701,753,1,6
23,760,820,6,2
23,849,904,2,1
23,912,964,1,6
23,971,1031,6,2
23,1060,1115,2,1
23,1123,1175,1,6
23,1182,1242,6,2
23,1271,1326,2,1
23,1334,1356,1,0
24,301,359,0,5
24,385,434,5,5
24,460,509,5,5
24,535,584,5,5
24,610,659,5,5
24,685,734,5,5
24,760,809,5,5
24,835,884,5,5
24,910,959,5,5
24,992,1041,5,5
24,1074,1123,5,5
24,1156,1205,5,5
24,1238,1287,5,5
24,1321,1346,5,0
25,307,335,0,4
25,344,367,4,4
25,380,437,4,4
25,452,475,4,4
25,488,533,4,6
25,566,589,6,4
25,602,647,4,6
25,680,703,6,4
25,716,761,4,6
25,794,817,6,4
25,841,886,4,6
25,919,942,6,4
25,966,1011,4,6
25,1044,1067,6,4
25,1091,1136,4,6
25,1155,1178,6,4
25,1202,1247,4,6
25,1266,1286,6,0
26,307,343,0,1
26,371,416,1,1
26,444,473,1,1
26,492,521,1,1
26,540,569,1,1
26,588,617,1,1
26,636,665,1,1
26,684,713,1,1
26,732,761,1,1
26,780,809,1,1
26,828,857,1,1
26,876,932,1,3
26,963,1019,3,3
26,1050,1106,3,3
26,1137,1171,3,6
26,1204,1243,6,0
27,310,357,0,6
27,391,420,6,6
27,454,483,6,6
27,517,546,6,6
27,580,614,6,6
27,634,668,6,6
27,688,722,6,6
27,742,776,6,6
27,796,830,6,6
27,850,884,6,6
27,895,929,6,6
27,940,974,6,6
27,985,1019,6,6
27,1030,1064,6,6
27,1075,1109,6,6
27,1120,1154,6,6
27,1165,1198,6,4
27,1213,1246,4,4
27,1261,1294,4,4
27,1309,1342,4,4
27,1357,1390,4,4
27,1405,1462,4,0
28,310,358,0,4
28,392,451,4,6
28,482,502,6,0
29,311,358,0,6
29,392,413,6,6
29,438,482,6,4
29,517,561,4,4
29,596,640,4,4
29,675,713,4,5
29,722,760,5,5
29,769,792,5,8
29,815,838,8,8
29,861,884,8,8
29,907,930,8,8
29,953,976,8,8
29,988,1011,8,8
29,1023,1046,8,8
29,1058,1081,8,8
29,1111,1134,8,8
29,1164,1187,8,8
29,1217,1240,8,8
29,1252,1288,8,0
30,311,366,0,2
30,389,417,2,7
30,427,463,7,7
30,492,534,7,2
30,557,585,2,7
30,595,631,7,7
30,660,702,7,2
30,725,753,2,7
30,763,800,7,9
30,829,871,9,2
30,894,922,2,7
30,932,969,7,9
30,998,1040,9,2
30,1063,1091,2,7
30,1101,1138,7,9
30,1167,1209,9,2
30,1232,1260,2,7
30,1270,1307,7,9
30,1334,1354,9,0
31,312,365,0,2
31,390,428,2,5
31,434,470,5,9
31,477,497,9,0
32,313,363,0,6
32,371,429,6,8
32,440,495,8,6
32,501,536,6,0
33,313,333,0,9
33,367,393,9,7
33,422,462,7,0
34,314,354,0,5
34,369,426,5,5
34,441,498,5,5
34,513,570,5,5
34,585,623,5,1
34,627,648,1,6
34,651,672,6,6
34,675,696,6,6
34,699,720,6,6
34,743,764,6,6
34,787,808,6,6
34,831,852,6,6
34,875,896,6,6
34,919,940,6,6
34,963,1005,6,4
34,1022,1064,4,4
34,1081,1123,4,4
34,1140,1182,4,4
34,1199,1251,4,0
35,315,375,0,7
35,400,447,7,6
35,453,509,6,7
35,534,581,7,6
35,587,642,6,8
35,655,702,8,6
35,708,763,6,8
35,776,823,8,6
35,829,884,6,8
35,897,944,8,6
35,950,1005,6,8
35,1018,1065,8,6
35,1073,1128,6,8
35,1141,1188,8,6
35,1196,1225,6,0
36,316,343,0,5
36,351,400,5,5
36,408,457,5,5
36,465,514,5,5
36,522,571,5,5
36,579,629,5,3
36,638,658,3,2
36,672,692,2,2
36,706,726,2,2
36,740,760,2,2
36,774,794,2,2
36,808,828,2,2
36,842,862,2,2
36,876,896,2,2
36,910,958,2,8
36,963,1011,8,8
36,1016,1064,8,8
36,1096,1144,8,8
36,1176,1224,8,8
36,1256,1304,8,0
37,317,350,0,3
37,383,407,3,2
37,412,472,2,0
38,317,343,0,9
38,368,396,9,8
38,407,462,8,0
39,319,361,0,8
39,379,417,8,8
39,452,479,8,8
39,497,525,8,0
40,320,375,0,2
40,379,409,2,2
40,413,443,2,2
40,470,500,2,2
40,527,557,2,2
40,584,614,2,2
40,641,671,2,2
40,698,728,2,2
40,755,785,2,2
40,812,842,2,2
40,869,899,2,2
40,926,956,2,2
40,983,1013,2,2
40,1040,1070,2,2
40,1097,1127,2,2
40,1154,1211,2,0
41,320,341,0,7
41,374,406,7,7
41,423,457,7,7
41,489,528,7,0
42,321,375,0,5
42,382,418,5,4
42,446,466,4,0
43,321,347,0,9
43,358,404,9,9
43,415,461,9,9
43,472,496,9,8
43,530,554,8,8
43,588,612,8,8
43,646,670,8,8
43,704,728,8,8
43,762,786,8,8
43,820,844,8,8
43,878,902,8,8
43,936,960,8,8
43,994,1018,8,8
43,1052,1076,8,8
43,1087,1111,8,8
43,1122,1146,8,8
43,1157,1181,8,8
43,1192,1252,8,0
44,322,354,0,6
44,371,393,6,4
44,405,463,4,0
45,325,382,0,8
45,393,441,8,8
45,464,489,8,4
45,520,553,4,8
45,564,612,8,8
45,635,660,8,4
45,691,724,4,8
45,735,783,8,8
45,806,831,8,4
45,862,895,4,8
45,906,954,8,8
45,977,1002,8,4
45,1033,1066,4,8
45,1077,1097,8,9
45,1108,1133,9,4
45,1160,1193,4,8
45,1204,1224,8,9
45,1235,1260,9,4
45,1287,1320,4,8
45,1331,1351,8,9
45,1362,1395,9,0
46,327,353,0,8
46,388,425,8,2
46,434,455,2,2
46,481,535,2,8
46,570,607,8,2
46,616,637,2,2
46,663,717,2,8
46,752,789,8,2
46,798,819,2,2
46,845,899,2,8
46,934,971,8,2
46,991,1012,2,2
46,1038,1092,2,8
46,1102,1139,8,2
46,1159,1215,2,0
47,327,353,0,3
47,381,414,3,8
47,439,459,8,0
48,328,351,0,3
48,386,444,3,3
48,479,537,3,3
48,572,630,3,3
48,665,723,3,3
48,738,796,3,3
48,811,869,3,3
48,884,942,3,3
48,957,1015,3,3
48,1030,1088,3,3
48,1103,1161,3,3
48,1176,1234,3,0
49,328,359,0,4
49,392,450,4,5
49,467,487,5,0
50,329,364,0,6
50,391,412,6,2
50,447,499,2,6
50,526,547,6,2
50,582,634,2,6
50,661,682,6,2
50,717,769,2,6
50,796,817,6,2
50,852,904,2,6
50,931,952,6,2
50,987,1039,2,6
50,1066,1087,6,2
50,1122,1174,2,0
51,330,367,0,5
51,383,410,5,5
51,425,450,5,5
51,466,499,5,0
52,330,365,0,6
52,380,407,6,2
52,416,453,2,0
53,330,380,0,2
53,388,441,2,1
53,450,470,1,0
54,330,383,0,5
54,389,419,5,5
54,434,491,5,5
54,498,540,5,5
54,546,576,5,5
54,591,648,5,5
54,655,697,5,5
54,703,733,5,5
54,748,805,5,5
54,812,854,5,5
54,860,890,5,5
54,905,962,5,5
54,969,1011,5,5
54,1023,1053,5,5
54,1068,1125,5,5
54,1132,1174,5,5
54,1186,1216,5,5
54,1231,1288,5,5
54,1295,1337,5,5
54,1366,1396,5,5
54,1411,1431,5,0
55,331,379,0,4
55,388,447,4,4
55,456,497,4,0
56,332,386,0,5
56,419,446,5,0
57,332,378,0,6
57,381,408,6,7
57,414,470,7,6
57,473,500,6,7
57,506,562,7,6
57,565,592,6,7
57,598,654,7,6
57,657,684,6,7
57,690,746,7,6
57,749,776,6,7
57,784,840,7,6
57,843,870,6,7
57,878,934,7,6
57,964,991,6,7
57,999,1055,7,6
57,1085,1112,6,7
57,1120,1176,7,6
57,1206,1233,6,7
57,1241,1288,7,8
57,1300,1321,8,0
58,333,364,0,5
58,399,430,5,7
58,463,515,7,6
58,525,577,6,5
58,592,623,5,7
58,656,708,7,6
58,718,770,6,5
58,785,816,5,7
58,849,902,7,3
58,932,970,3,4
58,997,1028,4,7
58,1061,1114,7,3
58,1140,1160,3,0
59,334,380,0,9
59,401,450,9,6
59,454,485,6,0
60,334,366,0,5
60,396,419,5,7
60,427,482,7,0
61,334,355,0,5
61,378,419,5,6
61,431,456,6,0
62,335,359,0,2
62,380,427,2,3
62,430,459,3,0
63,335,359,0,1
63,380,404,1,5
63,407,460,5,1
63,481,505,1,5
63,508,561,5,1
63,565,589,1,5
63,605,658,5,1
63,662,686,1,5
63,702,755,5,1
63,759,783,1,5
63,799,852,5,1
63,856,880,1,5
63,895,948,5,1
63,952,976,1,5
63,1011,1064,5,1
63,1068,1092,1,5
63,1127,1180,5,1
63,1184,1226,1,0
64,336,364,0,6
64,387,413,6,5
64,438,470,5,6
64,493,522,6,0
65,337,359,0,9
65,384,419,9,9
65,444,479,9,9
65,504,539,9,9
65,564,618,9,8
65,640,694,8,8
65,716,770,8,8
65,792,846,8,8
65,868,922,8,8
65,944,998,8,8
65,1020,1074,8,8
65,1096,1150,8,8
65,1172,1226,8,8
65,1248,1305,8,0
66,337,370,0,2
66,377,431,2,0
67,338,368,0,5
67,391,417,5,5
67,440,466,5,5
67,489,515,5,5
67,538,564,5,5
67,587,613,5,5
67,636,675,5,4
67,696,735,4,4
67,756,795,4,4
67,816,855,4,4
67,876,936,4,2
67,939,999,2,2
67,1002,1062,2,2
67,1065,1125,2,2
67,1128,1188,2,2
67,1191,1251,2,2
67,1254,1285,2,0
68,338,384,0,6
68,399,442,6,7
68,470,490,7,0
69,338,394,0,6
69,419,462,6,0
70,338,364,0,5
70,398,435,5,5
70,469,489,5,0
71,338,389,0,8
71,420,449,8,0
72,339,389,0,4
72,400,442,4,4
72,453,490,4,5
72,514,551,5,5
72,575,612,5,5
72,636,673,5,5
72,697,734,5,5
72,748,785,5,5
72,799,836,5,5
72,850,887,5,5
72,901,938,5,5
72,952,989,5,5
72,1003,1040,5,5
72,1054,1091,5,5
72,1105,1141,5,7
72,1159,1179,7,0
73,340,366,0,6
73,375,418,6,2
73,446,506,2,1
73,531,581,1,4
73,614,672,4,4
73,675,735,4,1
73,760,810,1,4
73,843,901,4,4
73,904,964,4,1
73,989,1039,1,4
73,1072,1130,4,4
73,1134,1194,4,1
73,1219,1269,1,0
74,340,391,0,8
74,401,456,8,7
74,479,533,7,8
74,543,590,8,8
74,595,649,8,8
74,659,695,8,4
74,719,773,4,8
74,783,819,8,4
74,843,897,4,8
74,907,943,8,4
74,967,1021,4,8
74,1031,1067,8,4
74,1091,1145,4,0
75,341,399,0,4
75,409,466,4,4
75,476,496,4,0
76,341,394,0,6
76,405,430,6,8
76,439,464,8,8
76,473,498,8,8
76,507,532,8,8
76,541,566,8,8
76,575,600,8,8
76,609,634,8,8
76,643,668,8,8
76,677,702,8,8
76,711,736,8,8
76,745,770,8,8
76,779,804,8,8
76,813,838,8,8
76,847,872,8,8
76,881,906,8,8
76,915,940,8,8
76,949,974,8,8
76,983,1008,8,8
76,1017,1042,8,8
76,1059,1084,8,8
76,1101,1126,8,8
76,1143,1168,8,8
76,1185,1210,8,8
76,1227,1257,8,0
77,341,373,0,1
77,376,422,1,1
77,425,471,1,1
77,474,520,1,1
77,528,574,1,1
77,582,628,1,1
77,636,682,1,1
77,690,736,1,1
