tour,start,end,startPos,endPos
1,200,257,0,9
1,286,333,9,7
1,362,408,7,9
1,437,480,9,0
2,202,246,0,2
2,265,293,2,9
2,318,353,9,2
2,369,420,2,2
2,439,467,2,9
2,492,527,9,2
2,543,594,2,2
2,613,662,2,1
2,685,720,1,2
2,736,787,2,2
2,806,855,2,1
2,878,913,1,2
2,929,980,2,2
2,999,1048,2,1
2,1071,1106,1,2
2,1122,1173,2,2
2,1192,1241,2,1
2,1264,1299,1,2
2,1315,1335,2,0
3,203,260,0,6
3,266,325,6,3
3,344,390,3,6
3,396,455,6,3
3,474,494,3,0
4,228,270,0,7
4,299,340,7,7
4,369,391,7,4
4,404,426,4,4
4,439,497,4,7
4,532,590,7,7
4,625,669,7,3
4,673,717,3,3
4,737,781,3,3
4,801,845,3,3
4,865,909,3,3
4,929,973,3,3
4,993,1037,3,3
4,1057,1101,3,3
4,1121,1165,3,3
4,1185,1221,3,0
5,229,284,0,7
5,310,334,7,2
5,367,405,2,7
5,431,451,7,0
6,230,276,0,2
6,282,302,2,8
6,323,346,8,7
6,378,427,7,2
6,431,451,2,8
6,472,495,8,7
6,527,576,7,2
6,580,600,2,8
6,621,644,8,7
6,676,725,7,2
6,729,749,2,8
6,770,793,8,7
6,825,874,7,2
6,878,898,2,8
6,919,942,8,7
6,974,995,7,3
6,1019,1039,3,8
6,1060,1083,8,7
6,1115,1136,7,3
6,1160,1180,3,8
6,1201,1221,8,2
6,1245,1266,2,3
6,1290,1322,3,0
7,235,285,0,7
7,292,312,7,7
7,319,339,7,7
7,346,366,7,7
7,373,393,7,7
7,400,420,7,7
7,427,447,7,7
7,454,474,7,7
7,481,501,7,7
7,508,528,7,7
7,535,555,7,7
7,562,582,7,7
7,589,609,7,7
7,614,657,7,2
7,685,728,2,2
7,756,789,2,6
7,798,831,6,6
7,840,873,6,6
7,896,929,6,6
7,952,984,6,9
7,1010,1042,9,9
7,1068,1100,9,9
7,1126,1172,9,0
8,236,287,0,1
8,315,344,1,2
8,373,414,2,1
8,424,479,1,1
8,507,536,1,2
8,565,606,2,1
8,616,671,1,1
8,699,728,1,2
8,757,798,2,1
8,808,863,1,1
8,891,920,1,2
8,952,993,2,1
8,1003,1058,1,1
8,1086,1115,1,2
8,1147,1188,2,1
8,1198,1253,1,0
9,240,292,0,8
9,296,332,8,8
9,336,386,8,8
9,405,455,8,8
9,474,530,8,0
10,241,300,0,9
10,309,349,9,4
10,355,406,4,9
10,415,455,9,4
10,458,509,4,9
10,518,558,9,4
10,561,612,4,9
10,621,661,9,4
10,664,715,4,9
10,722,748,9,3
10,756,807,3,9
10,814,840,9,3
10,848,904,3,6
10,924,950,6,3
10,958,1014,3,6
10,1034,1060,6,3
10,1068,1107,3,6
10,1138,1164,6,3
10,1172,1211,3,6
10,1218,1244,6,3
10,1252,1305,3,0
11,250,281,0,4
11,311,362,4,8
11,381,405,8,4
11,435,455,4,0
12,262,309,0,5
12,329,374,5,5
12,384,430,5,0
13,282,327,0,5
13,355,391,5,2
13,412,442,2,5
13,470,506,5,2
13,527,557,2,5
13,585,621,5,2
13,642,672,2,5
13,687,723,5,2
13,744,774,2,5
13,789,825,5,2
13,846,876,2,5
13,891,927,5,2
13,948,978,2,5
13,993,1029,5,2
13,1050,1080,2,5
13,1095,1131,5,2
13,1152,1182,2,5
13,1197,1220,5,0
14,284,320,0,5
14,340,365,5,8
14,369,413,8,0
15,289,335,0,4
15,368,413,4,3
15,448,470,3,8
15,486,531,8,3
15,566,588,3,8
15,604,649,8,3
15,684,706,3,8
15,733,778,8,3
15,813,835,3,8
15,862,917,8,6
15,930,952,6,8
15,979,1034,8,6
15,1047,1069,6,8
15,1096,1151,8,6
15,1164,1186,6,8
15,1213,1259,8,3
15,1291,1313,3,8
15,1340,1386,8,3
15,1391,1413,3,8
15,1440,1487,8,0
16,289,328,0,3
16,337,395,3,3
16,404,462,3,3
16,471,491,3,0
17,294,350,0,7
17,380,417,7,7
17,436,496,7,0
18,294,353,0,9
18,384,442,9,6
18,450,480,6,9
18,511,569,9,6
18,577,607,6,9
18,638,696,9,6
18,704,734,6,9
18,765,823,9,6
18,831,861,6,9
18,892,950,9,6
18,958,988,6,9
18,1022,1080,9,6
18,1088,1118,6,9
18,1152,1172,9,0
19,295,344,0,7
19,369,400,7,4
19,407,438,4,4
19,445,476,4,4
19,483,526,4,0
20,296,335,0,3
20,356,388,3,3
20,417,445,3,4
20,454,486,4,3
20,515,543,3,4
20,556,608,4,9
20,629,657,9,4
20,670,722,4,9
20,743,771,9,4
20,784,836,4,9
20,857,885,9,4
20,898,950,4,9
20,971,999,9,4
20,1030,1082,4,9
20,1103,1131,9,4
20,1162,1214,4,9
20,1235,1255,9,0
21,303,352,0,4
21,358,387,4,4
21,393,422,4,4
21,428,472,4,0
22,305,365,0,9
22,394,434,9,4
22,468,488,4,0
23,306,336,0,8
23,352,407,8,6
23,429,458,6,7
23,475,525,7,8
23,541,596,8,6
23,618,677,6,5
23,686,736,5,8
23,761,816,8,6
23,838,897,6,5
23,906,956,5,8
23,981,1036,8,6
23,1058,1117,6,5
23,1126,1176,5,8
23,1201,1256,8,6
23,1278,1337,6,5
23,1346,1396,5,8
23,1421,1476,8,0
24,309,363,0,5
24,370,394,5,5
24,406,430,5,5
24,437,461,5,5
24,473,497,5,5
24,502,526,5,5
24,538,562,5,5
24,567,591,5,5
24,603,627,5,5
24,632,656,5,5
24,668,692,5,5
24,697,721,5,5
24,733,754,5,9
24,779,803,9,5
24,812,833,5,9
24,858,882,9,5
24,891,912,5,9
24,937,961,9,5
24,970,991,5,9
24,1016,1061,9,7
24,1077,1098,7,9
24,1123,1168,9,7
24,1184,1205,7,9
24,1230,1275,9,7
24,1291,1311,7,0
25,310,352,0,6
25,383,431,6,2
25,448,490,2,0
