tour,start,end,startPos,endPos
1,200,229,0,1
1,241,283,1,4
1,315,368,4,1
1,380,422,1,4
1,454,507,4,1
1,531,551,1,0
2,206,239,0,9
2,269,310,9,2
2,327,363,2,8
2,367,399,8,6
2,426,467,6,2
2,484,520,2,8
2,524,556,8,6
2,583,624,6,2
2,637,673,2,8
2,677,709,8,6
2,736,777,6,2
2,790,826,2,8
2,830,862,8,6
2,889,930,6,2
2,943,979,2,8
2,983,1015,8,6
2,1042,1083,6,2
2,1096,1132,2,8
2,1136,1172,8,9
2,1203,1244,9,2
2,1257,1298,2,0
3,208,261,0,7
3,273,329,7,7
3,341,397,7,7
3,409,465,7,7
3,477,497,7,0
4,216,254,0,3
4,272,302,3,6
4,306,353,6,3
4,371,410,3,4
4,421,468,4,3
4,486,525,3,4
4,536,583,4,3
4,601,658,3,4
4,682,729,4,3
4,747,804,3,4
4,828,875,4,3
4,893,950,3,4
4,974,1021,4,3
4,1039,1096,3,4
4,1120,1167,4,3
4,1185,1212,3,0
5,217,241,0,3
5,244,291,3,3
5,323,370,3,3
5,397,444,3,3
5,471,518,3,3
5,545,581,3,5
5,604,640,5,5
5,663,699,5,5
5,722,758,5,5
5,791,827,5,5
5,860,896,5,5
5,923,959,5,5
5,986,1022,5,5
5,1049,1085,5,5
5,1112,1148,5,5
5,1175,1211,5,5
5,1238,1263,5,0
6,226,279,0,8
6,292,347,8,6
6,378,403,6,4
6,410,461,4,6
6,479,499,6,0
7,232,260,0,5
7,269,312,5,4
7,338,395,4,5
7,404,447,5,4
7,457,514,4,5
7,523,566,5,4
7,576,633,4,5
7,642,685,5,4
7,695,752,4,5
7,761,804,5,4
7,814,871,4,5
7,880,923,5,4
7,933,990,4,5
7,999,1042,5,4
7,1052,1109,4,5
7,1118,1161,5,4
7,1171,1228,4,5
7,1237,1257,5,0
8,234,261,0,3
8,292,338,3,5
8,349,381,5,3
8,412,460,3,0
9,240,271,0,5
9,298,331,5,5
9,358,391,5,5
9,418,438,5,0
10,257,312,0,8
10,339,373,8,4
10,397,427,4,8
10,450,484,8,4
10,508,538,4,8
10,561,595,8,4
10,619,649,4,8
10,672,706,8,4
10,730,760,4,8
10,783,817,8,4
10,837,867,4,8
10,891,925,8,4
10,945,975,4,8
10,999,1033,8,4
10,1053,1073,4,3
10,1076,1110,3,4
10,1130,1150,4,3
10,1153,1187,3,4
10,1207,1227,4,3
10,1230,1264,3,4
10,1284,1304,4,3
10,1307,1341,3,4
10,1361,1381,4,3
10,1384,1418,3,4
10,1438,1482,4,0
11,266,323,0,8
11,326,375,8,8
11,407,456,8,8
11,488,548,8,5
11,578,638,5,5
11,668,728,5,5
11,758,818,5,5
11,848,908,5,5
11,938,994,5,8
11,1013,1069,8,8
11,1088,1144,8,0
12,267,295,0,4
12,312,362,4,7
12,392,442,7,7
12,472,522,7,7
12,552,602,7,7
12,632,682,7,7
12,712,762,7,7
12,792,842,7,5
12,854,904,5,5
12,916,966,5,5
12,978,1028,5,5
12,1040,1090,5,5
12,1102,1152,5,5
12,1164,1214,5,0
13,276,301,0,3
13,313,339,3,3
13,351,377,3,3
13,389,415,3,3
13,427,453,3,3
13,465,491,3,3
13,503,529,3,3
13,541,583,3,3
13,598,640,3,3
13,655,697,3,3
13,712,754,3,3
13,769,811,3,3
13,826,846,3,0
14,282,315,0,5
14,346,393,5,4
14,418,444,4,5
14,475,522,5,4
14,547,580,4,9
14,598,645,9,4
14,669,702,4,9
14,720,767,9,4
14,791,824,4,9
14,842,889,9,4
14,913,946,4,9
14,964,1011,9,4
14,1035,1068,4,9
14,1086,1133,9,0
15,288,327,0,6
15,358,414,6,5
15,421,477,5,5
15,484,504,5,0
16,296,332,0,8
16,353,377,8,8
16,398,422,8,8
16,443,475,8,0
17,297,344,0,4
17,355,404,4,7
17,425,445,7,0
18,303,359,0,1
18,376,404,1,6
18,411,464,6,0
19,304,347,0,6
19,379,419,6,6
19,451,491,6,6
19,505,545,6,6
19,559,599,6,6
19,613,653,6,6
19,667,707,6,6
19,721,761,6,6
19,775,812,6,5
19,825,862,5,5
19,875,912,5,5
19,925,962,5,5
19,975,1012,5,5
19,1019,1056,5,5
19,1063,1100,5,5
19,1134,1171,5,5
19,1205,1242,5,5
19,1276,1313,5,5
19,1336,1356,5,0
20,308,364,0,7
20,373,404,7,7
20,413,444,7,7
20,453,484,7,7
20,493,540,7,3
20,549,583,3,3
20,586,620,3,3
20,623,676,3,7
20,685,738,7,7
20,747,801,7,3
20,809,863,3,3
20,871,925,3,3
20,933,987,3,3
20,995,1049,3,3
20,1057,1102,3,9
20,1127,1157,9,7
20,1178,1206,7,7
20,1230,1258,7,7
20,1282,1334,7,0
21,309,350,0,9
21,367,405,9,4
21,416,437,4,7
21,448,508,7,9
21,525,563,9,4
21,574,595,4,7
21,606,666,7,9
21,683,721,9,4
21,732,753,4,7
21,764,824,7,9
21,841,879,9,4
21,890,911,4,7
21,922,982,7,9
21,999,1037,9,4
21,1048,1069,4,7
21,1080,1140,7,9
21,1157,1195,9,4
21,1206,1227,4,7
21,1238,1276,7,0
22,310,370,0,6
22,383,417,6,3
22,431,468,3,6
22,484,518,6,3
22,532,569,3,6
22,585,619,6,3
22,633,670,3,6
22,686,720,6,3
22,742,779,3,6
22,795,824,6,9
22,848,885,9,6
22,901,930,6,9
22,956,993,9,6
22,1009,1038,6,9
22,1064,1101,9,6
